seed,width,batches,policy,capacity_records,events,max_live_records,queries,correct,all_correct,anchor_correct,peak_records,peak_serialized_payload_bytes,checkpoints
2,4,16,lru_value_records,3,260,4,49,47,False,False,3,102,80
2,4,16,release_on_retire,3,260,4,49,47,False,False,3,102,80
2,4,16,lru_value_records,4,260,4,49,48,False,False,4,136,80
2,4,16,release_on_retire,4,260,4,49,49,True,True,4,133,80
2,4,16,lru_value_records,8,260,4,49,48,False,False,8,270,80
2,4,16,release_on_retire,8,260,4,49,49,True,True,4,133,80
2,4,64,lru_value_records,3,708,4,193,191,False,False,3,103,0
2,4,64,release_on_retire,3,708,4,193,191,False,False,3,103,0
2,4,64,lru_value_records,4,708,4,193,192,False,False,4,137,0
2,4,64,release_on_retire,4,708,4,193,193,True,True,4,134,0
2,4,64,lru_value_records,8,708,4,193,192,False,False,8,272,0
2,4,64,release_on_retire,8,708,4,193,193,True,True,4,134,0
2,4,64,lru_value_records,3,772,4,193,191,False,False,3,103,64
2,4,64,release_on_retire,3,772,4,193,191,False,False,3,103,64
2,4,64,lru_value_records,4,772,4,193,192,False,False,4,137,64
2,4,64,release_on_retire,4,772,4,193,193,True,True,4,134,64
2,4,64,lru_value_records,8,772,4,193,192,False,False,8,272,64
2,4,64,release_on_retire,8,772,4,193,193,True,True,4,134,64
2,4,64,lru_value_records,3,1028,4,193,191,False,False,3,103,320
2,4,64,release_on_retire,3,1028,4,193,191,False,False,3,103,320
2,4,64,lru_value_records,4,1028,4,193,192,False,False,4,137,320
2,4,64,release_on_retire,4,1028,4,193,193,True,True,4,134,320
2,4,64,lru_value_records,8,1028,4,193,192,False,False,8,272,320
2,4,64,release_on_retire,8,1028,4,193,193,True,True,4,134,320
2,8,4,lru_value_records,7,96,8,29,27,False,False,7,230,0
2,8,4,release_on_retire,7,96,8,29,27,False,False,7,229,0
2,8,4,lru_value_records,8,96,8,29,28,False,False,8,263,0
2,8,4,release_on_retire,8,96,8,29,29,True,True,8,260,0
2,8,4,lru_value_records,16,96,8,29,28,False,False,16,524,0
2,8,4,release_on_retire,16,96,8,29,29,True,True,8,260,0
2,8,4,lru_value_records,7,100,8,29,27,False,False,7,230,4
2,8,4,release_on_retire,7,100,8,29,27,False,False,7,229,4
2,8,4,lru_value_records,8,100,8,29,28,False,False,8,263,4
2,8,4,release_on_retire,8,100,8,29,29,True,True,8,260,4
2,8,4,lru_value_records,16,100,8,29,28,False,False,16,524,4
2,8,4,release_on_retire,16,100,8,29,29,True,True,8,260,4
2,8,4,lru_value_records,7,116,8,29,27,False,False,7,230,20
2,8,4,release_on_retire,7,116,8,29,27,False,False,7,229,20
2,8,4,lru_value_records,8,116,8,29,28,False,False,8,263,20
2,8,4,release_on_retire,8,116,8,29,29,True,True,8,260,20
2,8,4,lru_value_records,16,116,8,29,28,False,False,16,524,20
2,8,4,release_on_retire,16,116,8,29,29,True,True,8,260,20
2,8,16,lru_value_records,7,372,8,113,111,False,False,7,237,0
2,8,16,release_on_retire,7,372,8,113,111,False,False,7,236,0
2,8,16,lru_value_records,8,372,8,113,112,False,False,8,271,0
2,8,16,release_on_retire,8,372,8,113,113,True,True,8,267,0
2,8,16,lru_value_records,16,372,8,113,112,False,False,16,539,0
2,8,16,release_on_retire,16,372,8,113,113,True,True,8,267,0
2,8,16,lru_value_records,7,388,8,113,111,False,False,7,237,16
2,8,16,release_on_retire,7,388,8,113,111,False,False,7,236,16
2,8,16,lru_value_records,8,388,8,113,112,False,False,8,271,16
2,8,16,release_on_retire,8,388,8,113,113,True,True,8,267,16
2,8,16,lru_value_records,16,388,8,113,112,False,False,16,539,16
2,8,16,release_on_retire,16,388,8,113,113,True,True,8,267,16
2,8,16,lru_value_records,7,452,8,113,111,False,False,7,237,80
2,8,16,release_on_retire,7,452,8,113,111,False,False,7,236,80
2,8,16,lru_value_records,8,452,8,113,112,False,False,8,271,80
2,8,16,release_on_retire,8,452,8,113,113,True,True,8,267,80
2,8,16,lru_value_records,16,452,8,113,112,False,False,16,539,80
2,8,16,release_on_retire,16,452,8,113,113,True,True,8,267,80
2,8,64,lru_value_records,7,1476,8,449,447,False,False,7,239,0
2,8,64,release_on_retire,7,1476,8,449,447,False,False,7,239,0
2,8,64,lru_value_records,8,1476,8,449,448,False,False,8,272,0
2,8,64,release_on_retire,8,1476,8,449,449,True,True,8,270,0
2,8,64,lru_value_records,16,1476,8,449,448,False,False,16,542,0
2,8,64,release_on_retire,16,1476,8,449,449,True,True,8,270,0
2,8,64,lru_value_records,7,1540,8,449,447,False,False,7,239,64
2,8,64,release_on_retire,7,1540,8,449,447,False,False,7,239,64
2,8,64,lru_value_records,8,1540,8,449,448,False,False,8,272,64
2,8,64,release_on_retire,8,1540,8,449,449,True,True,8,270,64
2,8,64,lru_value_records,16,1540,8,449,448,False,False,16,542,64
2,8,64,release_on_retire,16,1540,8,449,449,True,True,8,270,64
2,8,64,lru_value_records,7,1796,8,449,447,False,False,7,239,320
2,8,64,release_on_retire,7,1796,8,449,447,False,False,7,239,320
2,8,64,lru_value_records,8,1796,8,449,448,False,False,8,272,320
2,8,64,release_on_retire,8,1796,8,449,449,True,True,8,270,320
2,8,64,lru_value_records,16,1796,8,449,448,False,False,16,542,320
2,8,64,release_on_retire,16,1796,8,449,449,True,True,8,270,320
3,2,4,lru_value_records,1,24,2,5,3,False,False,1,34,0
3,2,4,release_on_retire,1,24,2,5,3,False,False,1,34,0
3,2,4,lru_value_records,2,24,2,5,4,False,False,2,67,0
3,2,4,release_on_retire,2,24,2,5,5,True,True,2,66,0
3,2,4,lru_value_records,4,24,2,5,4,False,False,4,131,0
3,2,4,release_on_retire,4,24,2,5,5,True,True,2,66,0
3,2,4,lru_value_records,1,28,2,5,3,False,False,1,34,4
3,2,4,release_on_retire,1,28,2,5,3,False,False,1,34,4
3,2,4,lru_value_records,2,28,2,5,4,False,False,2,67,4
3,2,4,release_on_retire,2,28,2,5,5,True,True,2,66,4
3,2,4,lru_value_records,4,28,2,5,4,False,False,4,131,4
3,2,4,release_on_retire,4,28,2,5,5,True,True,2,66,4
3,2,4,lru_value_records,1,44,2,5,3,False,False,1,34,20
3,2,4,release_on_retire,1,44,2,5,3,False,False,1,34,20
3,2,4,lru_value_records,2,44,2,5,4,False,False,2,67,20
3,2,4,release_on_retire,2,44,2,5,5,True,True,2,66,20
3,2,4,lru_value_records,4,44,2,5,4,False,False,4,131,20
3,2,4,release_on_retire,4,44,2,5,5,True,True,2,66,20
3,2,16,lru_value_records,1,84,2,17,15,False,False,1,35,0
3,2,16,release_on_retire,1,84,2,17,15,False,False,1,35,0
3,2,16,lru_value_records,2,84,2,17,16,False,False,2,68,0
3,2,16,release_on_retire,2,84,2,17,17,True,True,2,67,0
3,2,16,lru_value_records,4,84,2,17,16,False,False,4,135,0
3,2,16,release_on_retire,4,84,2,17,17,True,True,2,67,0
3,2,16,lru_value_records,1,100,2,17,15,False,False,1,35,16
3,2,16,release_on_retire,1,100,2,17,15,False,False,1,35,16
3,2,16,lru_value_records,2,100,2,17,16,False,False,2,68,16
3,2,16,release_on_retire,2,100,2,17,17,True,True,2,67,16
3,2,16,lru_value_records,4,100,2,17,16,False,False,4,135,16
3,2,16,release_on_retire,4,100,2,17,17,True,True,2,67,16
3,2,16,lru_value_records,1,164,2,17,15,False,False,1,35,80
3,2,16,release_on_retire,1,164,2,17,15,False,False,1,35,80
3,2,16,lru_value_records,2,164,2,17,16,False,False,2,68,80
3,2,16,release_on_retire,2,164,2,17,17,True,True,2,67,80
3,2,16,lru_value_records,4,164,2,17,16,False,False,4,135,80
3,2,16,release_on_retire,4,164,2,17,17,True,True,2,67,80
3,2,64,lru_value_records,1,324,2,65,63,False,False,1,35,0
3,2,64,release_on_retire,1,324,2,65,63,False,False,1,35,0
3,2,64,lru_value_records,2,324,2,65,64,False,False,2,69,0
3,2,64,release_on_retire,2,324,2,65,65,True,True,2,67,0
3,2,64,lru_value_records,4,324,2,65,64,False,False,4,136,0
3,2,64,release_on_retire,4,324,2,65,65,True,True,2,67,0
3,2,64,lru_value_records,1,388,2,65,63,False,False,1,35,64
3,2,64,release_on_retire,1,388,2,65,63,False,False,1,35,64
3,2,64,lru_value_records,2,388,2,65,64,False,False,2,69,64
3,2,64,release_on_retire,2,388,2,65,65,True,True,2,67,64
3,2,64,lru_value_records,4,388,2,65,64,False,False,4,136,64
3,2,64,release_on_retire,4,388,2,65,65,True,True,2,67,64
3,2,64,lru_value_records,1,644,2,65,63,False,False,1,35,320
3,2,64,release_on_retire,1,644,2,65,63,False,False,1,35,320
3,2,64,lru_value_records,2,644,2,65,64,False,False,2,69,320
3,2,64,release_on_retire,2,644,2,65,65,True,True,2,67,320
3,2,64,lru_value_records,4,644,2,65,64,False,False,4,136,320
3,2,64,release_on_retire,4,644,2,65,65,True,True,2,67,320
3,4,4,lru_value_records,3,48,4,13,11,False,False,3,99,0
3,4,4,release_on_retire,3,48,4,13,11,False,False,3,99,0
3,4,4,lru_value_records,4,48,4,13,12,False,False,4,132,0
3,4,4,release_on_retire,4,48,4,13,13,True,True,4,131,0
3,4,4,lru_value_records,8,48,4,13,12,False,False,8,262,0
3,4,4,release_on_retire,8,48,4,13,13,True,True,4,131,0
3,4,4,lru_value_records,3,52,4,13,11,False,False,3,99,4
3,4,4,release_on_retire,3,52,4,13,11,False,False,3,99,4
3,4,4,lru_value_records,4,52,4,13,12,False,False,4,132,4
3,4,4,release_on_retire,4,52,4,13,13,True,True,4,131,4
3,4,4,lru_value_records,8,52,4,13,12,False,False,8,262,4
3,4,4,release_on_retire,8,52,4,13,13,True,True,4,131,4
3,4,4,lru_value_records,3,68,4,13,11,False,False,3,99,20
3,4,4,release_on_retire,3,68,4,13,11,False,False,3,99,20
3,4,4,lru_value_records,4,68,4,13,12,False,False,4,132,20
3,4,4,release_on_retire,4,68,4,13,13,True,True,4,131,20
3,4,4,lru_value_records,8,68,4,13,12,False,False,8,262,20
3,4,4,release_on_retire,8,68,4,13,13,True,True,4,131,20
3,4,16,lru_value_records,3,180,4,49,47,False,False,3,103,0
3,4,16,release_on_retire,3,180,4,49,47,False,False,3,103,0
3,4,16,lru_value_records,4,180,4,49,48,False,False,4,136,0
3,4,16,release_on_retire,4,180,4,49,49,True,True,4,135,0
3,4,16,lru_value_records,8,180,4,49,48,False,False,8,270,0
3,4,16,release_on_retire,8,180,4,49,49,True,True,4,135,0
3,4,16,lru_value_records,3,196,4,49,47,False,False,3,103,16
3,4,16,release_on_retire,3,196,4,49,47,False,False,3,103,16
3,4,16,lru_value_records,4,196,4,49,48,False,False,4,136,16
3,4,16,release_on_retire,4,196,4,49,49,True,True,4,135,16
3,4,16,lru_value_records,8,196,4,49,48,False,False,8,270,16
3,4,16,release_on_retire,8,196,4,49,49,True,True,4,135,16
3,4,16,lru_value_records,3,260,4,49,47,False,False,3,103,80
3,4,16,release_on_retire,3,260,4,49,47,False,False,3,103,80
3,4,16,lru_value_records,4,260,4,49,48,False,False,4,136,80
3,4,16,release_on_retire,4,260,4,49,49,True,True,4,135,80
3,4,16,lru_value_records,8,260,4,49,48,False,False,8,270,80
3,4,16,release_on_retire,8,260,4,49,49,True,True,4,135,80
3,4,64,lru_value_records,3,708,4,193,191,False,False,3,103,0
3,4,64,release_on_retire,3,708,4,193,191,False,False,3,103,0
3,4,64,lru_value_records,4,708,4,193,192,False,False,4,136,0
3,4,64,release_on_retire,4,708,4,193,193,True,True,4,135,0
3,4,64,lru_value_records,8,708,4,193,192,False,False,8,271,0
3,4,64,release_on_retire,8,708,4,193,193,True,True,4,135,0
3,4,64,lru_value_records,3,772,4,193,191,False,False,3,103,64
3,4,64,release_on_retire,3,772,4,193,191,False,False,3,103,64
3,4,64,lru_value_records,4,772,4,193,192,False,False,4,136,64
3,4,64,release_on_retire,4,772,4,193,193,True,True,4,135,64
3,4,64,lru_value_records,8,772,4,193,192,False,False,8,271,64
3,4,64,release_on_retire,8,772,4,193,193,True,True,4,135,64
3,4,64,lru_value_records,3,1028,4,193,191,False,False,3,103,320
3,4,64,release_on_retire,3,1028,4,193,191,False,False,3,103,320
3,4,64,lru_value_records,4,1028,4,193,192,False,False,4,136,320
3,4,64,release_on_retire,4,1028,4,193,193,True,True,4,135,320
3,4,64,lru_value_records,8,1028,4,193,192,False,False,8,271,320
3,4,64,release_on_retire,8,1028,4,193,193,True,True,4,135,320
3,8,4,lru_value_records,7,96,8,29,27,False,False,7,229,0
3,8,4,release_on_retire,7,96,8,29,27,False,False,7,229,0
3,8,4,lru_value_records,8,96,8,29,28,False,False,8,262,0
3,8,4,release_on_retire,8,96,8,29,29,True,True,8,261,0
3,8,4,lru_value_records,16,96,8,29,28,False,False,16,521,0
3,8,4,release_on_retire,16,96,8,29,29,True,True,8,261,0
3,8,4,lru_value_records,7,100,8,29,27,False,False,7,229,4
3,8,4,release_on_retire,7,100,8,29,27,False,False,7,229,4
3,8,4,lru_value_records,8,100,8,29,28,False,False,8,262,4
3,8,4,release_on_retire,8,100,8,29,29,True,True,8,261,4
3,8,4,lru_value_records,16,100,8,29,28,False,False,16,521,4
3,8,4,release_on_retire,16,100,8,29,29,True,True,8,261,4
3,8,4,lru_value_records,7,116,8,29,27,False,False,7,229,20
3,8,4,release_on_retire,7,116,8,29,27,False,False,7,229,20
3,8,4,lru_value_records,8,116,8,29,28,False,False,8,262,20
3,8,4,release_on_retire,8,116,8,29,29,True,True,8,261,20
3,8,4,lru_value_records,16,116,8,29,28,False,False,16,521,20
3,8,4,release_on_retire,16,116,8,29,29,True,True,8,261,20
3,8,16,lru_value_records,7,372,8,113,111,False,False,7,237,0
3,8,16,release_on_retire,7,372,8,113,111,False,False,7,237,0
3,8,16,lru_value_records,8,372,8,113,112,False,False,8,271,0
3,8,16,release_on_retire,8,372,8,113,113,True,True,8,269,0
3,8,16,lru_value_records,16,372,8,113,112,False,False,16,538,0
3,8,16,release_on_retire,16,372,8,113,113,True,True,8,269,0
3,8,16,lru_value_records,7,388,8,113,111,False,False,7,237,16
3,8,16,release_on_retire,7,388,8,113,111,False,False,7,237,16
3,8,16,lru_value_records,8,388,8,113,112,False,False,8,271,16
3,8,16,release_on_retire,8,388,8,113,113,True,True,8,269,16
3,8,16,lru_value_records,16,388,8,113,112,False,False,16,538,16
3,8,16,release_on_retire,16,388,8,113,113,True,True,8,269,16
3,8,16,lru_value_records,7,452,8,113,111,False,False,7,237,80
3,8,16,release_on_retire,7,452,8,113,111,False,False,7,237,80
3,8,16,lru_value_records,8,452,8,113,112,False,False,8,271,80
3,8,16,release_on_retire,8,452,8,113,113,True,True,8,269,80
3,8,16,lru_value_records,16,452,8,113,112,False,False,16,538,80
3,8,16,release_on_retire,16,452,8,113,113,True,True,8,269,80
3,8,64,lru_value_records,7,1476,8,449,447,False,False,7,239,0
3,8,64,release_on_retire,7,1476,8,449,447,False,False,7,238,0
3,8,64,lru_value_records,8,1476,8,449,448,False,False,8,273,0
3,8,64,release_on_retire,8,1476,8,449,449,True,True,8,270,0
3,8,64,lru_value_records,16,1476,8,449,448,False,False,16,541,0
3,8,64,release_on_retire,16,1476,8,449,449,True,True,8,270,0
3,8,64,lru_value_records,7,1540,8,449,447,False,False,7,239,64
3,8,64,release_on_retire,7,1540,8,449,447,False,False,7,238,64
3,8,64,lru_value_records,8,1540,8,449,448,False,False,8,273,64
3,8,64,release_on_retire,8,1540,8,449,449,True,True,8,270,64
3,8,64,lru_value_records,16,1540,8,449,448,False,False,16,541,64
3,8,64,release_on_retire,16,1540,8,449,449,True,True,8,270,64
3,8,64,lru_value_records,7,1796,8,449,447,False,False,7,239,320
3,8,64,release_on_retire,7,1796,8,449,447,False,False,7,238,320
3,8,64,lru_value_records,8,1796,8,449,448,False,False,8,273,320
3,8,64,release_on_retire,8,1796,8,449,449,True,True,8,270,320
3,8,64,lru_value_records,16,1796,8,449,448,False,False,16,541,320
3,8,64,release_on_retire,16,1796,8,449,449,True,True,8,270,320
4,2,4,lru_value_records,1,24,2,5,3,False,False,1,34,0
4,2,4,release_on_retire,1,24,2,5,3,False,False,1,34,0
4,2,4,lru_value_records,2,24,2,5,4,False,False,2,66,0
4,2,4,release_on_retire,2,24,2,5,5,True,True,2,65,0
4,2,4,lru_value_records,4,24,2,5,4,False,False,4,130,0
4,2,4,release_on_retire,4,24,2,5,5,True,True,2,65,0
4,2,4,lru_value_records,1,28,2,5,3,False,False,1,34,4
4,2,4,release_on_retire,1,28,2,5,3,False,False,1,34,4
4,2,4,lru_value_records,2,28,2,5,4,False,False,2,66,4
4,2,4,release_on_retire,2,28,2,5,5,True,True,2,65,4
4,2,4,lru_value_records,4,28,2,5,4,False,False,4,130,4
4,2,4,release_on_retire,4,28,2,5,5,True,True,2,65,4
4,2,4,lru_value_records,1,44,2,5,3,False,False,1,34,20
4,2,4,release_on_retire,1,44,2,5,3,False,False,1,34,20
4,2,4,lru_value_records,2,44,2,5,4,False,False,2,66,20
4,2,4,release_on_retire,2,44,2,5,5,True,True,2,65,20
4,2,4,lru_value_records,4,44,2,5,4,False,False,4,130,20
4,2,4,release_on_retire,4,44,2,5,5,True,True,2,65,20
4,2,16,lru_value_records,1,84,2,17,15,False,False,1,35,0
4,2,16,release_on_retire,1,84,2,17,15,False,False,1,35,0
4,2,16,lru_value_records,2,84,2,17,16,False,False,2,68,0
4,2,16,release_on_retire,2,84,2,17,17,True,True,2,66,0
4,2,16,lru_value_records,4,84,2,17,16,False,False,4,135,0
4,2,16,release_on_retire,4,84,2,17,17,True,True,2,66,0
4,2,16,lru_value_records,1,100,2,17,15,False,False,1,35,16
4,2,16,release_on_retire,1,100,2,17,15,False,False,1,35,16
4,2,16,lru_value_records,2,100,2,17,16,False,False,2,68,16
4,2,16,release_on_retire,2,100,2,17,17,True,True,2,66,16
4,2,16,lru_value_records,4,100,2,17,16,False,False,4,135,16
4,2,16,release_on_retire,4,100,2,17,17,True,True,2,66,16
4,2,16,lru_value_records,1,164,2,17,15,False,False,1,35,80
4,2,16,release_on_retire,1,164,2,17,15,False,False,1,35,80
4,2,16,lru_value_records,2,164,2,17,16,False,False,2,68,80
4,2,16,release_on_retire,2,164,2,17,17,True,True,2,66,80
4,2,16,lru_value_records,4,164,2,17,16,False,False,4,135,80
4,2,16,release_on_retire,4,164,2,17,17,True,True,2,66,80
4,2,64,lru_value_records,1,324,2,65,63,False,False,1,35,0
4,2,64,release_on_retire,1,324,2,65,63,False,False,1,35,0
4,2,64,lru_value_records,2,324,2,65,64,False,False,2,69,0
4,2,64,release_on_retire,2,324,2,65,65,True,True,2,66,0
4,2,64,lru_value_records,4,324,2,65,64,False,False,4,137,0
4,2,64,release_on_retire,4,324,2,65,65,True,True,2,66,0
4,2,64,lru_value_records,1,388,2,65,63,False,False,1,35,64
4,2,64,release_on_retire,1,388,2,65,63,False,False,1,35,64
4,2,64,lru_value_records,2,388,2,65,64,False,False,2,69,64
4,2,64,release_on_retire,2,388,2,65,65,True,True,2,66,64
4,2,64,lru_value_records,4,388,2,65,64,False,False,4,137,64
4,2,64,release_on_retire,4,388,2,65,65,True,True,2,66,64
4,2,64,lru_value_records,1,644,2,65,63,False,False,1,35,320
4,2,64,release_on_retire,1,644,2,65,63,False,False,1,35,320
4,2,64,lru_value_records,2,644,2,65,64,False,False,2,69,320
4,2,64,release_on_retire,2,644,2,65,65,True,True,2,66,320
4,2,64,lru_value_records,4,644,2,65,64,False,False,4,137,320
4,2,64,release_on_retire,4,644,2,65,65,True,True,2,66,320
4,4,4,lru_value_records,3,48,4,13,11,False,False,3,99,0
4,4,4,release_on_retire,3,48,4,13,11,False,False,3,99,0
4,4,4,lru_value_records,4,48,4,13,12,False,False,4,131,0
4,4,4,release_on_retire,4,48,4,13,13,True,True,4,129,0
4,4,4,lru_value_records,8,48,4,13,12,False,False,8,261,0
4,4,4,release_on_retire,8,48,4,13,13,True,True,4,129,0
4,4,4,lru_value_records,3,52,4,13,11,False,False,3,99,4
4,4,4,release_on_retire,3,52,4,13,11,False,False,3,99,4
4,4,4,lru_value_records,4,52,4,13,12,False,False,4,131,4
4,4,4,release_on_retire,4,52,4,13,13,True,True,4,129,4
4,4,4,lru_value_records,8,52,4,13,12,False,False,8,261,4
4,4,4,release_on_retire,8,52,4,13,13,True,True,4,129,4
4,4,4,lru_value_records,3,68,4,13,11,False,False,3,99,20
4,4,4,release_on_retire,3,68,4,13,11,False,False,3,99,20
4,4,4,lru_value_records,4,68,4,13,12,False,False,4,131,20
4,4,4,release_on_retire,4,68,4,13,13,True,True,4,129,20
4,4,4,lru_value_records,8,68,4,13,12,False,False,8,261,20
4,4,4,release_on_retire,8,68,4,13,13,True,True,4,129,20
4,4,16,lru_value_records,3,180,4,49,47,False,False,3,103,0
4,4,16,release_on_retire,3,180,4,49,47,False,False,3,103,0
4,4,16,lru_value_records,4,180,4,49,48,False,False,4,136,0
4,4,16,release_on_retire,4,180,4,49,49,True,True,4,133,0
4,4,16,lru_value_records,8,180,4,49,48,False,False,8,269,0
4,4,16,release_on_retire,8,180,4,49,49,True,True,4,133,0
4,4,16,lru_value_records,3,196,4,49,47,False,False,3,103,16
4,4,16,release_on_retire,3,196,4,49,47,False,False,3,103,16
4,4,16,lru_value_records,4,196,4,49,48,False,False,4,136,16
4,4,16,release_on_retire,4,196,4,49,49,True,True,4,133,16
4,4,16,lru_value_records,8,196,4,49,48,False,False,8,269,16
4,4,16,release_on_retire,8,196,4,49,49,True,True,4,133,16
4,4,16,lru_value_records,3,260,4,49,47,False,False,3,103,80
4,4,16,release_on_retire,3,260,4,49,47,False,False,3,103,80
4,4,16,lru_value_records,4,260,4,49,48,False,False,4,136,80
4,4,16,release_on_retire,4,260,4,49,49,True,True,4,133,80
4,4,16,lru_value_records,8,260,4,49,48,False,False,8,269,80
4,4,16,release_on_retire,8,260,4,49,49,True,True,4,133,80
4,4,64,lru_value_records,3,708,4,193,191,False,False,3,103,0
4,4,64,release_on_retire,3,708,4,193,191,False,False,3,103,0
4,4,64,lru_value_records,4,708,4,193,192,False,False,4,137,0
4,4,64,release_on_retire,4,708,4,193,193,True,True,4,133,0
4,4,64,lru_value_records,8,708,4,193,192,False,False,8,271,0
4,4,64,release_on_retire,8,708,4,193,193,True,True,4,133,0
4,4,64,lru_value_records,3,772,4,193,191,False,False,3,103,64
4,4,64,release_on_retire,3,772,4,193,191,False,False,3,103,64
4,4,64,lru_value_records,4,772,4,193,192,False,False,4,137,64
4,4,64,release_on_retire,4,772,4,193,193,True,True,4,133,64
4,4,64,lru_value_records,8,772,4,193,192,False,False,8,271,64
4,4,64,release_on_retire,8,772,4,193,193,True,True,4,133,64
4,4,64,lru_value_records,3,1028,4,193,191,False,False,3,103,320
4,4,64,release_on_retire,3,1028,4,193,191,False,False,3,103,320
4,4,64,lru_value_records,4,1028,4,193,192,False,False,4,137,320
4,4,64,release_on_retire,4,1028,4,193,193,True,True,4,133,320
4,4,64,lru_value_records,8,1028,4,193,192,False,False,8,271,320
4,4,64,release_on_retire,8,1028,4,193,193,True,True,4,133,320
4,8,4,lru_value_records,7,96,8,29,27,False,False,7,229,0
4,8,4,release_on_retire,7,96,8,29,27,False,False,7,228,0
4,8,4,lru_value_records,8,96,8,29,28,False,False,8,261,0
4,8,4,release_on_retire,8,96,8,29,29,True,True,8,259,0
4,8,4,lru_value_records,16,96,8,29,28,False,False,16,520,0
4,8,4,release_on_retire,16,96,8,29,29,True,True,8,259,0
4,8,4,lru_value_records,7,100,8,29,27,False,False,7,229,4
4,8,4,release_on_retire,7,100,8,29,27,False,False,7,228,4
4,8,4,lru_value_records,8,100,8,29,28,False,False,8,261,4
4,8,4,release_on_retire,8,100,8,29,29,True,True,8,259,4
4,8,4,lru_value_records,16,100,8,29,28,False,False,16,520,4
4,8,4,release_on_retire,16,100,8,29,29,True,True,8,259,4
4,8,4,lru_value_records,7,116,8,29,27,False,False,7,229,20
4,8,4,release_on_retire,7,116,8,29,27,False,False,7,228,20
4,8,4,lru_value_records,8,116,8,29,28,False,False,8,261,20
4,8,4,release_on_retire,8,116,8,29,29,True,True,8,259,20
4,8,4,lru_value_records,16,116,8,29,28,False,False,16,520,20
4,8,4,release_on_retire,16,116,8,29,29,True,True,8,259,20
4,8,16,lru_value_records,7,372,8,113,111,False,False,7,238,0
4,8,16,release_on_retire,7,372,8,113,111,False,False,7,236,0
4,8,16,lru_value_records,8,372,8,113,112,False,False,8,271,0
4,8,16,release_on_retire,8,372,8,113,113,True,True,8,267,0
4,8,16,lru_value_records,16,372,8,113,112,False,False,16,539,0
4,8,16,release_on_retire,16,372,8,113,113,True,True,8,267,0
4,8,16,lru_value_records,7,388,8,113,111,False,False,7,238,16
4,8,16,release_on_retire,7,388,8,113,111,False,False,7,236,16
4,8,16,lru_value_records,8,388,8,113,112,False,False,8,271,16
4,8,16,release_on_retire,8,388,8,113,113,True,True,8,267,16
4,8,16,lru_value_records,16,388,8,113,112,False,False,16,539,16
4,8,16,release_on_retire,16,388,8,113,113,True,True,8,267,16
4,8,16,lru_value_records,7,452,8,113,111,False,False,7,238,80
4,8,16,release_on_retire,7,452,8,113,111,False,False,7,236,80
4,8,16,lru_value_records,8,452,8,113,112,False,False,8,271,80
4,8,16,release_on_retire,8,452,8,113,113,True,True,8,267,80
4,8,16,lru_value_records,16,452,8,113,112,False,False,16,539,80
4,8,16,release_on_retire,16,452,8,113,113,True,True,8,267,80
4,8,64,lru_value_records,7,1476,8,449,447,False,False,7,238,0
4,8,64,release_on_retire,7,1476,8,449,447,False,False,7,237,0
4,8,64,lru_value_records,8,1476,8,449,448,False,False,8,271,0
4,8,64,release_on_retire,8,1476,8,449,449,True,True,8,268,0
4,8,64,lru_value_records,16,1476,8,449,448,False,False,16,540,0
4,8,64,release_on_retire,16,1476,8,449,449,True,True,8,268,0
4,8,64,lru_value_records,7,1540,8,449,447,False,False,7,238,64
4,8,64,release_on_retire,7,1540,8,449,447,False,False,7,237,64
4,8,64,lru_value_records,8,1540,8,449,448,False,False,8,271,64
4,8,64,release_on_retire,8,1540,8,449,449,True,True,8,268,64
4,8,64,lru_value_records,16,1540,8,449,448,False,False,16,540,64
4,8,64,release_on_retire,16,1540,8,449,449,True,True,8,268,64
4,8,64,lru_value_records,7,1796,8,449,447,False,False,7,238,320
4,8,64,release_on_retire,7,1796,8,449,447,False,False,7,237,320
4,8,64,lru_value_records,8,1796,8,449,448,False,False,8,271,320
4,8,64,release_on_retire,8,1796,8,449,449,True,True,8,268,320
4,8,64,lru_value_records,16,1796,8,449,448,False,False,16,540,320
4,8,64,release_on_retire,16,1796,8,449,449,True,True,8,268,320
